id,surname,name,patronymic,sex,birthDate,salary
16e0eda9-4e4f-48d9-9e71-fe41396e08d9,Мельников,Михаил,Артемович,false,1988-06-27,29447
5330e5a9-a117-4f85-93f2-ac2859940422,Козлова,Влада,Артемовна,true,1982-10-15,77506
5a0a1173-4df4-494b-8e4b-e90fd57f5c08,Мельников,Артем,Сергеевич,false,1979-06-19,86996
c63ea769-9936-4175-a443-2922376c7017,Мельникова,Екатерина,Андреевна,true,1978-10-17,62653
3c3b2623-c477-444b-a229-6df4c5d32b1f,Иванов,Илья,Артемович,false,1992-05-22,29118
54cffc31-1dd3-4a68-939f-a725ba3d1cbd,Сидорова,Любовь,Михайловна,true,2000-09-21,27536
0c4b2f3b-fff9-446b-bbf1-08e517bd12fe,Белоусов,Иван,Артемович,false,1974-04-07,24151
0dff9741-0b5c-4af3-8ddf-648ecf5a257d,Белоусова,Екатерина,Артемовна,true,1989-11-19,84639
c397d51a-4187-4db6-a590-4b4ffe56a85d,Петров,Иван,Артемович,false,1980-07-09,36058
96a24afe-90ef-4d20-9ce5-cf4c8a0c0e66,Козлова,Алена,Александровна,true,1971-01-13,69067
39a7d968-4bc1-4431-b03f-186fccd0bb78,Петров,Александр,Алексеевич,false,1989-02-06,46216
a9c3a609-c617-4e6f-bceb-639cb51ad593,Петрова,Влада,Ивановна,true,1999-03-28,77849
e02033ab-cc9c-4997-abad-c60d0a045c98,Мотозов,Кирилл,Сергеевич,false,1988-04-22,45327
736ef626-caca-4192-b4ac-0569fc0aac3c,Мельникова,Елизовета,Алексеевна,true,1987-03-14,72032
532861d0-572b-4485-9ba8-c3778db43641,Сидоров,Александр,Кириллович,false,1993-11-21,25761
021b3bb0-8821-492d-b785-27a953d0e4c9,Петрова,Анастасия,Петровна,true,1987-11-08,61862
1624ff37-ec0a-43c7-b978-016416007ae8,Козлов,Иван,Иванович,false,1980-06-18,64651
52878b9a-2872-411c-9ace-3f85ab0537cd,Мельникова,Влада,Артемовна,true,2000-06-13,95359
518a5dda-b214-44d9-8577-ca4e793dd852,Петров,Петр,Артемович,false,1998-10-10,48042
b8a7c9be-cb02-4c99-a6ae-7e3772f3bef7,Иванова,Екатерина,Петровна,true,1977-11-19,90624
cf0f3fda-e6ae-420e-b0f6-bc76194ab721,Козлов,Александр,Михайлович,false,1996-07-09,46415
97106249-cc25-4189-a24f-621dc51216c6,Петрова,Екатерина,Артемовна,true,1987-03-05,52163
74e688d9-6ef2-44ac-9bd0-258ff8f0f314,Сидоров,Иван,Михайлович,false,1991-09-10,51900
8ecc6efa-3996-4452-872d-f276f5025b78,Мотозова,Екатерина,Петровна,true,1999-06-20,31552
c952e50f-a168-4092-92d7-431ae105e2a3,Сидоров,Алексей,Сергеевич,false,1970-08-22,47472
3754f7e7-73ab-4ffa-a90a-997e08d8c802,Петрова,Дарья,Андреевна,true,1979-12-23,92764
1c76cd75-86bf-431a-8d6b-fb127a008a97,Козлов,Иван,Александрович,false,1970-04-18,38478
14b3e1f5-9d3c-4e88-bd85-09a1b5e9c95c,Мотозова,Влада,Александровна,true,1985-08-02,82449
8c25f70d-7319-4710-9399-7541a603b160,Мельников,Петр,Кириллович,false,1979-05-18,96761
825821ca-b497-43e3-a622-d5b6a317132a,Петрова,Дарья,Ивановна,true,1990-10-24,65506
f1d9abfd-f0d0-4eff-9e77-5da753cc3358,Михайлов,Иван,Кириллович,false,1990-08-11,87743
26ea825f-62e1-4f1e-bbdb-0cb1ca3de414,Иванова,Влада,Кирилловна,true,1973-05-17,66233
15934fb2-72eb-4805-9fb5-9221180943a3,Петров,Петр,Петрович,false,1979-07-06,50738
42336339-ab83-44b2-b341-1b27ab68efce,Иванова,Алена,Андреевна,true,1997-11-05,95392
17496459-ae38-4ce4-958e-cc6b5c1b8598,Белоусов,Илья,Александрович,false,1978-05-13,62830
73df30b2-c239-452d-8c6c-6d69d6dd35f3,Сидорова,Елизовета,Ивановна,true,1973-09-15,23480
a25ed5d4-12a8-486c-b79a-6ae24853d01c,Михайлов,Артем,Петрович,false,1996-08-25,36624
999bcde3-f4a0-4ab9-ae51-39c5e9553aa6,Мотозова,Александра,Александровна,true,1986-03-11,80533
74053477-7a6e-4450-baf0-daf1cb94e4a5,Белоусов,Артем,Ильич,false,1984-11-27,82183
07a1c926-a1f9-4521-b4be-45698c1c9364,Сидорова,Влада,Алексеевна,true,1986-09-11,62775
6aad3198-d281-4b7b-aebf-f0d8007327f4,Иванов,Михаил,Сергеевич,false,1996-05-21,83459
c03da29f-cb09-401c-b810-5d39d99c7845,Петрова,Елизовета,Михайловна,true,1970-06-16,66408
d8eb164d-ab6e-4fc3-9f1c-174a82aea026,Козлов,Петр,Сергеевич,false,1991-09-24,39531
224371aa-8468-483e-b92c-4bd11b50ef31,Мотозова,Дарья,Андреевна,true,1999-12-11,68882
53b5200b-9e97-4d85-8cc9-cb1305a63610,Козлов,Артем,Александрович,false,1988-01-02,20974
2d36b13a-86ef-410b-be51-feead79da2c3,Козлова,Любовь,Артемовна,true,1993-08-09,97935
0eb6f020-9ff0-4a28-8c92-7dc4d83ff45f,Иванов,Александр,Ильич,false,1975-05-26,51652
e1a8cc82-f330-4321-916b-706b769f4a70,Козлова,Алена,Петровна,true,1994-09-12,28723
8baafc5e-d5de-4ab3-b42a-85fa3baf0b6b,Белоусов,Илья,Петрович,false,1972-06-14,86270
380775d0-d674-4cd1-992e-89424cceb045,Козлова,Анастасия,Петровна,true,1976-12-04,69359
a55dc737-c246-40d9-9bb3-9df1827d6ce5,Белоусов,Михаил,Петрович,false,1981-09-17,33971
a0a42b90-0d92-4abb-a3d7-be639ed7a03f,Михайлова,Алена,Кирилловна,true,1981-04-21,55165
7ee35729-aa57-4cfb-a394-49eef0210587,Белоусов,Артем,Александрович,false,1980-07-27,38317
11795891-00bc-47ea-8829-90ed46b64ff0,Сидорова,Елизовета,Алексеевна,true,1986-04-01,91950
22fc3420-616a-49fa-a399-85e4f07c6d8c,Иванов,Михаил,Алексеевич,false,1993-12-23,43952
9adf7310-6fc6-401f-9011-c2aa52c6ddb9,Мельникова,Влада,Андреевна,true,1979-07-27,68630
656348da-8b85-4af1-a503-291da4e7ac77,Сидоров,Сергей,Иванович,false,1970-05-02,20258
961c813b-82d8-436f-b918-7a3b354b3a50,Белоусова,Любовь,Алексеевна,true,1976-06-14,59507
b3143623-f009-4002-8a6d-5f46dc8e48ba,Сидоров,Сергей,Петрович,false,2000-05-13,72321
143cf1bd-8b94-4181-a257-28816b4190ea,Козлова,Влада,Кирилловна,true,1981-07-24,56506
36f90665-bc07-4cb4-866d-5f2d4fbe7878,Иванов,Кирилл,Сергеевич,false,1974-09-17,89528
35eeafaa-7a81-49fc-a76d-d9e1131884dc,Петрова,Влада,Петровна,true,1972-04-27,51691
77233576-5c32-4595-a8e9-144f58518cbd,Петров,Илья,Ильич,false,1987-08-11,42084
14413dc4-c189-4ba8-92f6-3e60ef63f0d9,Белоусова,Александра,Петровна,true,1999-01-18,70380
081ca779-d017-48e9-9ac4-d0d49f6c8fa8,Мотозов,Иван,Александрович,false,1996-06-01,55789
6f20bbc9-8d93-4665-9dcd-868602471ad2,Мотозова,Влада,Михайловна,true,1986-08-05,95152
4037e7dd-aea4-43cf-95d8-5e7039260832,Козлов,Кирилл,Кириллович,false,1992-07-16,55368
e71b1da5-245a-4eba-aa60-5eadccd30867,Иванова,Александра,Сергеевна,true,1999-12-21,81078
b02b6ef3-8025-46c2-bebc-b8a2caba7976,Иванов,Иван,Петрович,false,1982-01-20,66674
c55b665e-3447-40c0-88f6-5d4d8929f202,Мельникова,Анастасия,Ивановна,true,1970-07-10,42478
de728708-1b28-4ead-885b-df346fbf7507,Мотозов,Иван,Александрович,false,1991-11-05,48074
29341ec6-b964-43d9-8878-55f3fd15155e,Сидорова,Любовь,Артемовна,true,1978-10-07,51518
37c660b8-d37c-4815-b46d-42d0bc042d0d,Мотозов,Александр,Ильич,false,1975-10-15,61340
473c0a4c-e41d-4b74-8c3b-56e292706da4,Иванова,Елизовета,Алексеевна,true,1994-12-09,88960
b46a9d0b-76aa-4d7f-a820-dfc26204f7d2,Сидоров,Петр,Сергеевич,false,1984-01-11,92337
4fae1bed-d561-4aa0-be2b-9704d268fad7,Мотозова,Любовь,Алексеевна,true,1993-11-24,27380
6ac95f5e-42ab-40e2-9ef3-90930a569b76,Михайлов,Петр,Александрович,false,2000-09-17,51844
92eb1a0a-3772-4770-8b58-f8444d746416,Мотозова,Дарья,Михайловна,true,2000-04-03,47160
cb838a5c-10b2-4217-85fc-39c0a41553a3,Иванов,Алексей,Петрович,false,1997-02-13,26804
7a8b6e58-c875-41fd-9d56-6b994a49ba26,Сидорова,Любовь,Сергеевна,true,1986-05-13,45579
8eed352d-342a-4b6d-bda8-70948bdda736,Иванов,Сергей,Петрович,false,1976-07-10,72321
4949401f-74cf-4c40-96be-862e3ee83848,Мельникова,Алена,Михайловна,true,1992-11-21,59297
cd73f649-e14b-48d7-aaa9-09cd0bc7cd9e,Петров,Петр,Артемович,false,1971-08-15,54721
756d6a75-be40-44f7-9ccc-1d37d9bd74e2,Иванова,Влада,Алексеевна,true,1970-10-06,60563
f85fd2d6-d82b-4c53-983a-892028957003,Иванов,Александр,Ильич,false,1987-01-09,75980
e8fc3741-1f24-44e6-833b-90ee06fd4f0d,Мотозова,Анастасия,Михайловна,true,1995-05-19,67447
5e2e2046-9284-46e2-af8f-13e18e3e116b,Михайлов,Артем,Ильич,false,1976-07-09,29837
88ede0b4-9d37-48b9-b4fc-fda86e2a5aca,Козлова,Влада,Андреевна,true,1984-04-05,88413
2e8dd265-9f5c-4c84-baac-b8e702d6bab1,Белоусов,Иван,Иванович,false,1980-09-27,59909
e48dcd7a-06e5-4b22-91c4-9c95911a541d,Мотозова,Анастасия,Андреевна,true,1978-09-02,81550
847d2524-3a47-4aa1-a9c5-c5e6fd865bc9,Сидоров,Илья,Иванович,false,1999-10-03,30111
92524848-bf81-454f-a56c-2fc5103f5ba1,Михайлова,Александра,Михайловна,true,1991-05-16,48762
bfb34540-ba92-42c1-92e2-cc0b68f4f8b5,Мотозов,Сергей,Ильич,false,1983-06-21,57699
e34e9e02-ea02-4492-a0c2-57dbe2b3d6b8,Михайлова,Анастасия,Кирилловна,true,1987-12-20,85238
9315d993-a1e4-4836-b3fb-bd1486515c6d,Мотозов,Александр,Алексеевич,false,1993-03-02,99246
f1a674d2-ff53-4679-95ef-d50be55db823,Мельникова,Анастасия,Михайловна,true,1994-01-21,64519
c2d40a06-f5be-4abe-ac21-b5afe6a9dad3,Петров,Алексей,Сергеевич,false,1999-04-04,39872
cbe00e87-b804-4ad5-9635-76d4aea3e38d,Петрова,Влада,Ивановна,true,1993-05-07,99461
d8cf7688-cc01-4555-a193-05492a1eb00c,Мельников,Михаил,Сергеевич,false,1972-01-06,76021
1009aae4-6a1e-4d61-aeb3-7c961cce564a,Сидорова,Любовь,Михайловна,true,1996-01-05,59418
8a1343e3-1bd8-4b37-a13c-66be1a924a8b,Иванов,Петр,Ильич,false,1981-12-09,82127
50d9a0d6-8848-4e6f-9c93-557db16218fe,Козлова,Влада,Ивановна,true,1973-08-13,43947
0ab8d1e0-4916-4b91-a659-31b7d914ad3a,Белоусов,Иван,Михайлович,false,1989-12-22,31445
744ac080-bdde-401f-bf3a-12bc7f2adae1,Михайлова,Екатерина,Петровна,true,1988-01-23,53365
7f414c75-84d1-4609-a2ba-64d69fc18705,Сидоров,Алексей,Алексеевич,false,1985-09-15,41399
4592f065-e56f-468d-8f4d-a2e02ed7f29a,Козлова,Анастасия,Петровна,true,1992-06-08,76451
d6f4a259-acf1-4974-9528-059ab179bd5a,Сидоров,Артем,Кириллович,false,1972-11-21,73720
aae084c1-2f64-408c-809d-8250a50d0384,Белоусова,Влада,Кирилловна,true,1978-07-09,75611
1237c388-d551-4310-8d22-52c58abb5f46,Михайлов,Артем,Михайлович,false,1996-03-27,59724
56ae99f8-fede-4a84-9897-a20846171451,Петрова,Анастасия,Михайловна,true,1992-10-19,89834
d9edc045-411b-464c-9725-4b94f5f6f746,Иванов,Илья,Артемович,false,1976-08-10,41014
c24b4155-a383-45e7-801c-632662a7f613,Мотозова,Влада,Алексеевна,true,1975-03-06,55725
99864991-f14e-41a9-b812-7ce95bb8d362,Мельников,Иван,Сергеевич,false,1994-05-19,95928
2ff0ab3e-7a0a-4b91-a72a-8df44b2eb095,Петрова,Екатерина,Андреевна,true,1984-11-06,86949
3ecf3ced-c146-4396-8bd6-95bb21841c90,Сидоров,Сергей,Артемович,false,1982-02-10,82054
e82db438-6d76-41ea-87be-ab4258bade6a,Мельникова,Елизовета,Алексеевна,true,1984-02-14,52388
2b97786c-9373-45bc-8fc3-d67ca7920179,Сидоров,Александр,Александрович,false,1981-10-24,45114
3581411c-ff08-4c30-adab-d9effc6e8552,Козлова,Александра,Сергеевна,true,1973-10-20,33332
cefaff5c-f5c1-4776-938f-5c22c354b060,Сидоров,Сергей,Ильич,false,1987-12-14,84526
b9d166b5-2c98-40aa-8b9c-d50e61dc38c6,Иванова,Елизовета,Артемовна,true,1999-02-26,59999
322aa245-2d17-4a7c-8556-1bd482c54d5b,Белоусов,Иван,Ильич,false,1987-05-03,85975
30d4726b-2d44-4480-af58-057da01fa345,Мельникова,Елизовета,Михайловна,true,1981-01-09,27721
c898c8a8-2231-48a0-bea8-9aae2f3e602c,Иванов,Кирилл,Сергеевич,false,1977-02-19,71283
61855993-b6b3-4910-84a0-029303d66284,Петрова,Александра,Александровна,true,1992-03-19,73088
86229740-4028-45e7-a912-6b93a36e6854,Мельников,Кирилл,Сергеевич,false,1979-06-02,95910
132d4090-8ecc-444a-a9ec-7b0b9349c8f0,Сидорова,Любовь,Ивановна,true,1990-01-26,30373
36cc3627-7a22-4f19-8267-6fd7e05bc79a,Петров,Михаил,Александрович,false,1980-08-05,84379
688662d3-a940-4706-af2b-0a5b979a2595,Петрова,Анастасия,Сергеевна,true,1999-04-23,48547
d6763481-1724-4678-a528-5cdda46f4ad7,Петров,Кирилл,Артемович,false,1976-09-27,93959
b1dc3768-53d5-48b7-8d85-d78a4b1560a8,Иванова,Любовь,Александровна,true,1976-02-20,69200
af4f4e88-819c-4982-b218-0f8ce1ed1ef7,Мотозов,Кирилл,Михайлович,false,1974-07-25,76900
68c1827a-1c3e-41d6-84f6-1aaa44027a6d,Иванова,Александра,Ивановна,true,1987-06-26,45672
5c71496c-696c-4efe-afa3-91f467d70f1b,Иванов,Илья,Ильич,false,1991-01-25,71545
5b51e3a4-2824-4ffd-9d6b-25fb6093cef8,Петрова,Алена,Артемовна,true,1996-09-07,83719
9467deb1-2981-427c-87bc-eca3fc2e95c7,Петров,Александр,Алексеевич,false,1989-08-07,92622
48594ae3-3a96-4667-ae03-a99d1194272c,Петрова,Екатерина,Михайловна,true,1972-10-28,24015
9ce94d76-5876-4eb4-becb-38be46030afc,Сидоров,Иван,Кириллович,false,1970-10-15,51034
e25e0300-917c-4dd4-81fb-93abafa1a6b0,Иванова,Елизовета,Михайловна,true,1988-02-22,86809
94c4182b-37ec-457e-8b30-822dc4d812b7,Козлов,Сергей,Сергеевич,false,1979-02-13,53466
ade4a7e6-d274-4cb4-8101-4419deeb6c10,Иванова,Любовь,Александровна,true,1980-02-01,59051
530bf603-3886-4dc6-baf8-d8076ee425a1,Иванов,Алексей,Кириллович,false,1986-07-23,92101
2a5290b5-dc64-4641-ac08-f9351a65759b,Сидорова,Влада,Ивановна,true,1998-04-26,44288
4b46c7b6-0152-4ff8-919b-b751fbe39797,Белоусов,Артем,Алексеевич,false,1978-04-09,74782
5bd10de0-aade-43b1-8c5b-6ba3d73ef99f,Сидорова,Влада,Алексеевна,true,1973-11-27,55661
0dbb709c-17d9-42c5-8b5f-4dc5a7325f78,Сидоров,Иван,Иванович,false,1976-08-06,45915
47d2ea6c-ecd9-4738-8059-0bdf537743ad,Мотозова,Алена,Петровна,true,1997-01-15,72295
742c0889-ef91-4eb1-9b8b-6e52af55e88e,Петров,Сергей,Иванович,false,1995-02-06,68433
48d7f9df-9881-4490-b972-46a05587a517,Сидорова,Дарья,Сергеевна,true,1975-11-18,39416
c0f8b0cb-74d3-4f4c-ba2f-9c92bb47be32,Белоусов,Сергей,Кириллович,false,1971-11-16,57133
56418b30-34f6-41a4-95b3-48af1c00c0c6,Сидорова,Екатерина,Андреевна,true,1998-11-25,32486
45037eb0-7211-4e8d-9289-daaf013507a7,Петров,Михаил,Михайлович,false,1978-11-25,33696
f5d2ee86-5c81-46db-bec9-aa692b2b7f93,Мотозова,Алена,Андреевна,true,1989-06-19,25687
9dae710b-92d0-406d-864f-58d60a50a516,Мотозов,Кирилл,Иванович,false,1993-01-23,93706
e8914510-adda-4cf2-91f4-26ab2add49f6,Мотозова,Александра,Алексеевна,true,1982-08-14,85051
f9fe363c-5f1b-482a-8e3f-539e5ef74eea,Михайлов,Илья,Иванович,false,1981-05-12,35977
71f2f6ea-d296-4357-926c-3d0a39136450,Михайлова,Влада,Алексеевна,true,1972-04-16,66561
8ba5f760-55e3-49fa-925e-bc24fd80ec76,Сидоров,Кирилл,Иванович,false,1987-01-09,64500
8fd9f905-04d5-4ca9-a9c8-f9edbf619cc2,Петрова,Екатерина,Андреевна,true,1998-11-24,79529
cf160ec7-2b2d-4921-bd3f-afe6e763a272,Михайлов,Сергей,Александрович,false,1992-11-21,73334
9d8c9ef2-52b2-4690-b7d5-8445b25bffca,Петрова,Александра,Александровна,true,1976-10-25,35566
ffa69373-0ac3-4bd9-998b-6597114eb998,Белоусов,Иван,Петрович,false,1971-09-25,84729
f948e244-1bbe-43e4-801e-aafd0e7641a0,Сидорова,Любовь,Алексеевна,true,1986-05-14,63450
4aaec6af-7aec-406c-a5e1-43cee8cd31b2,Иванов,Илья,Кириллович,false,1971-03-14,30821
8a513d85-3fb2-409e-9741-d25004130c97,Мельникова,Анастасия,Артемовна,true,1984-01-09,70217
5ad1842a-0e7d-4d9f-92cd-61ea8ff89f7c,Мельников,Артем,Ильич,false,1979-12-12,49195
014ba0e1-39c0-4a73-91b2-149720b88e87,Мотозова,Влада,Ивановна,true,1982-03-27,28776
8aee70f7-ea77-4ad5-b23a-dee1c1a47122,Иванов,Илья,Артемович,false,1987-12-16,82631
818c6636-ec39-436d-b9ee-b90d142e72fa,Михайлова,Любовь,Ивановна,true,1972-08-27,32367
2a2b4574-59f8-4fb1-af87-82acb9d8ffc0,Петров,Михаил,Михайлович,false,1999-04-14,73350
3ff944c1-af87-4ef7-9d04-a25be523a1d8,Сидорова,Анастасия,Михайловна,true,1986-06-04,56169
413652d1-f685-40e5-bd9c-034042c30429,Иванов,Илья,Иванович,false,1987-03-20,62067
af87fdc1-f68c-4831-9405-5e80857a684f,Михайлова,Александра,Ивановна,true,1989-11-22,26376
f7153dcd-48fe-4e8a-9c06-0764217c5787,Михайлов,Иван,Александрович,false,1988-07-06,82166
38f7f222-6120-43e1-8aa0-6cf3ad53c3ac,Михайлова,Влада,Александровна,true,2000-07-22,97056
5d022f91-a818-463d-ac78-f9d608475b24,Петров,Петр,Петрович,false,1999-08-25,79313
5fbbb56a-01ad-4e83-8c91-acae4d9efd94,Михайлова,Влада,Сергеевна,true,1997-10-21,95088
26950178-1983-474a-bf13-7af5455341c1,Иванов,Петр,Александрович,false,1974-02-04,26812
cf945bd8-7809-4a34-8dba-8ecb0eb25d54,Петрова,Елизовета,Сергеевна,true,1975-03-24,73519
3764ffee-efd1-46ed-8e37-a1891fce8dd9,Белоусов,Сергей,Александрович,false,1985-06-01,27024
49f50592-bdf7-43e8-8083-9c70d428f90e,Михайлова,Александра,Михайловна,true,1991-03-13,93623
f9312a7b-eb13-4c41-9062-438679700041,Белоусов,Сергей,Артемович,false,1981-08-24,49154
3a54d027-f9e4-4c58-8110-148d8e38d3f2,Иванова,Влада,Артемовна,true,1983-06-08,95993
906f4c4b-2457-4b43-8096-fabc5ae3664c,Петров,Алексей,Сергеевич,false,1996-02-04,93727
af454565-4693-483d-b0cc-51193a6a1fb5,Михайлова,Елизовета,Андреевна,true,1988-03-17,20980
a293d857-1f67-4da3-9f38-c3a690634be6,Козлов,Михаил,Сергеевич,false,1990-03-26,74058
dc3bc423-aa8c-41ea-9542-e9a1108bf184,Петрова,Екатерина,Петровна,true,2000-08-05,38774
035fa2e5-0265-4ccd-9ad3-48d0e394b17d,Петров,Сергей,Алексеевич,false,1998-12-20,85034
914e0f53-4628-405b-9063-82e65193ab2a,Петрова,Алена,Андреевна,true,1996-07-17,49458
925c9cf3-a278-44bd-b20d-3314b145efc3,Петров,Александр,Иванович,false,1992-10-27,69513
285be96f-0294-4b6f-bfc1-8b7c0d806dcc,Белоусова,Александра,Сергеевна,true,1997-08-06,33341
512c0b24-226f-4f8f-9683-c34a69b4bd40,Михайлов,Артем,Артемович,false,1986-04-01,72667
7974b328-52cd-4dd5-846e-12b921b9ddb7,Сидорова,Елизовета,Сергеевна,true,1999-04-02,51878
9a5de38b-340c-43de-b827-c88ad467736b,Козлов,Иван,Иванович,false,1991-02-02,54561
875b80e5-c5ab-4c00-8768-0b1d9bad7076,Мотозова,Дарья,Андреевна,true,1986-07-08,79496
88e53c0a-603c-4632-82b7-46cc7669c90e,Козлов,Михаил,Петрович,false,1982-01-12,91300
0ec86564-bcec-450f-b110-45bead105b8a,Михайлова,Алена,Петровна,true,1990-09-22,26631
0d429297-dc6a-4ab0-a221-4d770d0ea705,Белоусов,Петр,Кириллович,false,1970-11-01,55043
3f4b1709-4e34-4797-8ec1-24e6270705a0,Иванова,Александра,Артемовна,true,1977-09-19,94305
262d9805-bed3-4407-9ada-2eefbf2d7882,Белоусов,Иван,Петрович,false,1993-11-08,43204
a24231db-4ead-4589-87b8-15a05c7e8373,Белоусова,Екатерина,Кирилловна,true,1993-05-08,20528
aea8817a-29a5-4434-a751-c20f45892a6e,Мельников,Илья,Петрович,false,1991-07-14,47153
85808a56-eb0e-4a6e-bd2c-0cf238611a7a,Козлова,Анастасия,Сергеевна,true,2000-05-13,38865
ef8c3243-1aa9-41d4-9069-4e2f79a6dc16,Михайлов,Артем,Иванович,false,1999-08-09,90717
91f34614-b98b-4149-9263-b309737aa0ba,Петрова,Алена,Артемовна,true,1995-10-21,69466
0e4dddf7-c09d-4659-92d7-898e521559bd,Козлов,Михаил,Кириллович,false,1994-11-07,88813
773fe4ba-8eeb-42a8-bfc7-2c024123ec8c,Михайлова,Алена,Андреевна,true,1996-05-03,82872
95aca785-0342-4526-8ad5-2fe359e0f994,Михайлов,Илья,Михайлович,false,1999-04-12,56513
e8d8d988-5a2d-4d77-8bd3-4bbbaf8479e3,Мельникова,Анастасия,Андреевна,true,1999-09-28,36913
c0a0592f-4d3b-4b49-8090-8b3d5eec81b2,Михайлов,Кирилл,Сергеевич,false,1989-08-26,38851
df3db123-fd0c-47ec-8b17-5d258ffb4456,Петрова,Дарья,Михайловна,true,2000-08-13,47009
21fd5903-f821-45c8-9338-b973b6f0262d,Иванов,Александр,Артемович,false,1987-05-23,31697
7312df85-fe5e-428b-972e-48b062c958a1,Мельникова,Екатерина,Ивановна,true,1996-01-11,30190
f98f7243-d194-4722-870a-fa81c4cef9e1,Мотозов,Михаил,Артемович,false,1986-06-17,23997
7e63ed78-3ef5-4ec3-873e-812408c896d8,Сидорова,Дарья,Алексеевна,true,1989-01-05,83141
7d89db34-1757-4e3b-9d11-6e029518cc2f,Мотозов,Михаил,Сергеевич,false,1993-11-26,71701
94b3916f-7188-4406-8274-acbfd8535165,Мельникова,Екатерина,Сергеевна,true,1980-06-23,74585
a3624471-effe-4dba-be3d-9311335f6df8,Иванов,Михаил,Иванович,false,1985-02-26,93689
baa62e76-6c52-4de2-a34d-cf99cabe1538,Сидорова,Дарья,Сергеевна,true,1990-11-09,72328
661d1164-dce8-4ff0-89d9-94dd303a0c4c,Белоусов,Артем,Кириллович,false,1991-07-03,60000
498c7fa1-a5b7-4cd9-8041-1f91355931ff,Белоусова,Любовь,Андреевна,true,1984-11-01,45261
a1263655-f043-4027-b5a5-fc1faf3322c3,Мельников,Артем,Ильич,false,1971-12-05,62694
e9539803-6c9d-4325-adcc-665ea5156e03,Козлова,Влада,Петровна,true,1973-07-09,20647
ff5803ba-2d90-49a0-8438-cbedd53ed8f2,Белоусов,Илья,Алексеевич,false,1990-09-18,99637
24c84c78-c94a-4bde-961b-5bb46a72f58d,Мельникова,Александра,Михайловна,true,1972-11-15,56992
b7f4706a-a8e7-464e-88d5-18ebbcc01a22,Сидоров,Александр,Петрович,false,1977-01-14,61540
1a519884-bf85-4d78-8204-1f3356b45c08,Петрова,Алена,Александровна,true,1973-01-05,52826
25ae8f49-fc15-4682-8348-f76a791428be,Мотозов,Кирилл,Александрович,false,1973-06-11,32560
eddd7ab6-87ac-42de-9bf8-d67dda23187f,Мельникова,Любовь,Михайловна,true,1997-05-01,71698
db7db2f3-2bab-4362-b206-ed823c6460be,Белоусов,Кирилл,Петрович,false,1989-09-19,74761
